"id","title","slug","description","platform","appType","primaryColor","style","additionalNotes","createdAt","updatedAt","promptCount","isFreeTier","isArchived","userId"
"27e45e01-18d0-4224-a009-09e7a88da8b0","SharkTank","sharktank","import React from ""react"";

/**

SharkTank-as-a-Service — Prompts & Starter UI (React + Tailwind)
This single-file React component is a human-readable deliverable containing:
Ready-to-use AI prompt(s) for UI generation
Developer brief and feature list
Pages, buttons, user stories, and privacy rules (projects isolated)
Tailwind theme tokens (blue theme) and component skeletons
You can paste the text below into a project README or feed the prompts to an AI designer.
---
AI DESIGN PROMPT (use with UI generator or design tool):
""Design a clean, modern web dashboard for a 'SharkTank as a Service' platform.
Theme: normal blue (primary #1e40af or similar). Tone: professional, simple, trustworthy.
Primary pages: Founder Dashboard, Plan Submit (create new project), Project Details (private), Investor View (read-only for approved investors), Admin Console.
Key constraints: each project must be private by default — founders can invite collaborators or publish a public pitch. No founder can view other founders' project plans unless explicitly invited.
Required components: top navigation with logo + user avatar, left column navigation (collapsible), a card grid for projects, a modal for pitch submission (steps: Basics, Problem, Solution, Go-To-Market, Ask), toast notifications, and a reusable Form component with validation.
Visual: lots of whitespace, readable typography, 2xl rounded cards, soft shadows, accent blue buttons, subtle micro-interactions for hover/focus. Use Tailwind CSS utility classes for layout. Mobile-first responsive layout.
Output: provide Figma-like layout suggestions and Tailwind class names for each major component.""
DEVELOPER PROMPT / BRIEF (copy into issue tracker):
Title: MVP — Founder Dashboard + Plan Submit
Stack: React (create-react-app or Vite), Tailwind CSS, optional backend (Node/Express or Firebase/Auth), DB: Firestore/Postgres.
Auth: email/password + OAuth. Roles: founder, investor, admin.
Core features for MVP:
Secure sign-up / login / role assignment.
Founder Dashboard: list of founder's projects (cards) + quick create button.
Plan Submit flow: multi-step submission: Title, Short Pitch, Problem, Solution, Market, Business Model, Ask (funds/equity), Attachments (PDF/images), Visibility (private/invite/public).
Project privacy: default PRIVATE (only owner + invited collaborators and approved investors with access). No cross-project browsing.
Project Details page: shows pitch, attachments, timeline, comments (private), and a ""Request Intro"" button to contact investor (email/in-app message).
Admin panel: approve/reject investor access requests, manage categories/tags.
PAGES & BUTTONS (suggested):
Pages:
Landing / Home (marketing + login)
Sign up / Login
Founder Dashboard (my projects)
Plan Submit (multi-step wizard)
Project Details (owner view)
Investor Dashboard (approved projects only)
Admin Console
Buttons & Actions:
New Project (primary)
Submit / Save Draft / Publish
Invite Collaborator
Request Access (investor)
Approve Access (admin)
Download Pitch Deck
Edit Project
Archive / Delete (owner)
USER STORIES (short):
As a Founder, I can create a private project plan and save it as draft.
As a Founder, I can invite specific collaborators to view/edit my project.
As an Investor, I can request access to view a private project; the founder will approve/deny.
As Admin, I can moderate published pitches and manage user roles.
PRIVACY RULES (MUST):
Projects default to PRIVATE.
Only the owner and explicitly invited collaborators can view or edit.
Sharing generates a secure invite link with expiry (optional).
Searching or browsing other founders' projects is disabled unless the project is published.
TAILWIND THEME TOKENS (suggested):
Primary Blue: #1e40af (use as --color-primary)
Accent / CTA: #2563eb
Surface / Card: bg-white, ring-1 with subtle shadow
Radius: rounded-2xl for cards, rounded-md for inputs
Spacing: use container widths, p-6, gap-4
COMPONENT SKELETONS (JSX/Tailwind ready)
TopNav, SideNav, ProjectCard, MultiStepForm, Modal, Toast
---
Below are very short copy prompts for microcopy inside the app (labels, placeholders):
Project title placeholder: ""E.g. CleanCharge — portable EV charger for apartments""
Short pitch: ""Explain your idea in one sentence (25–140 chars)""
Ask: ""How much funding do you need? (₹ / $) and what equity are you offering?""
Visibility toggle: ""Private — Only invited collaborators can view"" / ""Public — Visible to approved investors""
Button: Primary: ""Create project"" / Secondary: ""Save draft"" */
export default function SharkTankPrompts() {
return (
<div className=""min-h-screen bg-slate-50 p-6"">
<div className=""max-w-4xl mx-auto"">
<header className=""flex items-center justify-between mb-6"">
<div className=""flex items-center gap-3"">
<div className=""w-12 h-12 rounded-2xl bg-gradient-to-r from-blue-700 to-blue-500 flex items-center justify-center text-white font-bold"">ST</div>
<div>
<h1 className=""text-2xl font-semibold text-slate-800"">SharkTank-as-a-Service — Prompts & Starter UI</h1>
<p className=""text-sm text-slate-500"">React + Tailwind starter: blue theme, privacy-first, founder-first UX.</p>
</div>
</div>
</header>


    <main className=""bg-white p-6 rounded-2xl shadow-sm"">
      <section className=""mb-4"">
        <h2 className=""text-lg font-medium text-slate-800"">What I added</h2>
        <ul className=""list-disc list-inside text-slate-600 mt-2"">
          <li>AI design prompt for UI generation</li>
          <li>Developer brief + MVP feature list</li>
          <li>Pages, buttons, user stories and privacy rules</li>
          <li>Tailwind theme tokens and component suggestions</li>
        </ul>
      </section>

      <section className=""mt-4"">
        <h3 className=""font-semibold text-slate-700"">Next steps</h3>
        <ol className=""list-decimal list-inside text-slate-600 mt-2"">
          <li>Copy the AI DESIGN PROMPT into your chosen UI generator (Figma/AI) to get visuals.</li>
          <li>Scaffold a React + Tailwind app (Vite recommended), implement auth and the multi-step form.</li>
          <li>Enforce privacy rules at the API and UI level so projects remain isolated.</li>
        </ol>
      </section>

      <footer className=""mt-6 text-sm text-slate-500"">
        <div>Theme: standard blue. Stack: React, HTML, Tailwind CSS.</div>
        <div className=""mt-2"">If you want, I can also: generate the multi-step Plan Submit component code, produce Figma-ready layout specs, or write backend API endpoints (Node/Express) — tell me which and I will create it.</div>
      </footer>
    </main>
  </div>
</div>
); } and follow the workflow""🦈 SharkTank SaaS – Complete Workflow ---
User Onboarding
Innovator:

Signup / Login → Create profile → Add patent status → Upload pitch deck (PDF/video).

Investor:

Signup / Login → Create profile → Select interest areas (industry, stage, funding range).

---
Idea Posting (Innovator)
Innovator posts idea:

Title, description, categories (Industry, Stage)

Patent filed/verified status

Attach pitch deck or prototype video

Optional: Additional documents for NDA-gated viewing.

---
Idea Discovery & Matching
Hackathon MVP:

Investors search and filter by: Industry, Stage, Funding range, Patent status.

Manual browsing of ideas → click to view pitch.

Full Vision (AI-powered):

AI matches ideas to investors based on:

Industry, patent domain, novelty

Investor past investments / interests

Risk profile, success probability

Recommended ideas appear in investor dashboard → ranked list.

---
NDA & Secure Pitch Viewing
Investor clicks on idea → NDA acceptance popup.

After accepting, investor can view:

Full pitch deck

Patent information

Supporting documents

Innovator can set visibility levels (full access, partial, or contact-only).

---
Bidding / Investor Competition
Investor submits a bid:

Funding amount

Short message / mentorship offer

Optional: equity terms (simplified MVP)

Innovator dashboard shows all active bids for their idea.

Innovator chooses best-fit bid → moves to chat/meeting stage.

Optional Future Scope:

Real-time auction timer → encourages competitive offers

AI suggestion: “Most likely best investor”

---
Communication
Chat or messaging system enables:

Investor ↔ Innovator conversation

Scheduling meetings

MVP: Simple chat interface

Future: Video calls, meeting scheduling, reminders

---
Funding Workflow (Future Scope)
After selecting an investor:

Generate term sheet, SAFE, or equity agreement automatically

Escrow-based fund transfer

Track milestones and investment release

Post-deal analytics → KPIs, investor ratings, innovator progress

---
Ratings & Trust System
Innovators rate investors after engagement

Investors rate innovators

System tracks reputation → helps future matching

---
Global & Legal Compliance
Multi-jurisdiction legal templates (NDA, term sheets)

Support for multi-currency / cross-border investment

Optional patent database integration → auto-verify patent filings (WIPO, USPTO, IPO India)

---
Dashboard & Analytics
Innovator Dashboard:

Ideas posted

Active bids received

Investor interest status

Metrics: Views, engagement, average bid

Investor Dashboard:

Recommended ideas (AI) or search results

Active bids submitted

Tracking shortlisted innovators

Analytics: Success rate, patent quality scoring

---
Future Scope / Enhancements
AI-powered matching & bid prediction

Escrow, automatic term sheet, milestone tracking

Patent valuation & IP success prediction

Virtual SharkTank events / pitch competitions

Global expansion with compliance support

Integration with incubators, universities, and accelerators ---
give the ""same prompt""","BOLT","WEB","#3B82F6","Corporate & Professional","","2025-09-23 16:31:27.635","2025-09-23 17:08:12.739","2","true","false","78ad18ff-50aa-4292-93ca-43e2eabb829c"
"2892559f-5497-4449-967a-75caf82159f7","portal page","portal-page","poject for the portal form","LOVABLE","WEB","#9fb0cb","Modern & Minimalist","","2025-09-24 16:41:28.251","2025-09-24 16:42:29.88","1","true","false","41d005b4-c04b-4d75-83ff-0d284e31a1ba"
"28f15e90-9393-4f2d-a7d4-3577209ee56b","docuemtn reviser","docuemtn-reviser","gets the docuemtnm and comeptlelty unerstad resies and then the ai can be questioned on it","CLAUDE","HYBRID","#3B82F6","Financial & Banking","","2025-09-27 10:37:21.06","2025-09-28 16:48:19.281","2","true","false","a04fa21e-4f8c-41dd-ba29-33b370543388"
"2a4317bd-c7fc-4336-9e30-39d40ee6e7ba","Kittu player","kittu-player","Kittu Player is an intelligent, modern AI-powered music and video player designed for a seamless and personalized entertainment experience. Built using Android Studio (Kotlin), it supports all popular audio and video formats with a sleek, green-themed interface and smooth animations.

The app goes beyond traditional players by integrating AI-based recommendations and smart playback controls, allowing users to enjoy songs based on mood, preference, and listening history.","OTHER","MOBILE","#3B82F6","Custom Style","Kittu Player is designed with a focus on simplicity, speed, and intelligence. The app ensures smooth performance even on low-end devices while maintaining high-quality playback.

It aims to combine the power of artificial intelligence with a clean and user-friendly interface, giving users a smarter and more enjoyable way to listen to music. Future updates will include AI voice assistant integration, lyrics synchronization, and cloud-based music recommendations.","2025-10-10 10:48:44.971","2025-10-10 10:50:25.604","2","true","false","da736e1f-aa5c-4067-8375-4b862daf6de7"
"2a729a39-b027-428f-8e30-8f08515c3337","Smart study planner","smart-study-planner","Goal:
Build a full-stack “Smart Study Planner” web app that helps students manage assignments, exams, and study schedules using an intelligent task planner with reminders and analytics.

🧠 Features & Functionality

Authentication

User registration and login (email/password, Google OAuth).

Secure JWT authentication (access + refresh tokens).

Task & Exam Management

Create, edit, and delete tasks (title, course, priority, due date, estimated duration).

Create exams with date, topics, and reminders.

Mark tasks as complete and track progress.

Smart Scheduler

Auto-schedule tasks into available time slots based on:

Priority

Due date proximity

Estimated time

User’s daily availability

Store generated study sessions in a calendar.

Reminders & Notifications

Notify users before study sessions or due dates via:

Web push notifications

Email alerts

Background job queue to handle reminders reliably.

Dashboard & Analytics

Show today’s schedule, completed vs pending tasks.

Weekly progress chart and streak tracking.

🧩 Tech Stack

Frontend:

Next.js (React + JavaScript)

Tailwind CSS

Axios for API calls

PWA with offline mode + push notifications

Backend:

Node.js + Express (JavaScript)

PostgreSQL + Prisma ORM

Redis + BullMQ for background jobs (reminders)

SendGrid (emails), Web Push API (notifications)

Deployment:

Frontend → Vercel

Backend → Render 

Database → PostgreSQL (Supabase / Neon)

Redis → Upstash Redis

⚙️ Core API Endpoints
Method	Endpoint	Description
POST	/api/auth/register	Register new user
POST	/api/auth/login	Login + issue JWT
GET	/api/tasks	List all tasks
POST	/api/tasks	Create a task
PATCH	/api/tasks/:id	Update or complete a task
POST	/api/schedule/auto	Generate study sessions automatically
GET	/api/schedule/today	Get today’s schedule
POST	/api/notifications/subscribe	Register web push subscription
GET	/api/analytics/weekly	Fetch weekly stats
🗂️ Database Schema (simplified Prisma model)
model User {
  id          String   @id @default(uuid())
  email       String   @unique
  password    String
  tasks       Task[]
  sessions    StudySession[]
  reminders   Reminder[]
  createdAt   DateTime @default(now())
}

model Task {
  id          String   @id @default(uuid())
  userId      String
  title       String
  priority    String
  estimatedMins Int
  dueDate     DateTime
  status      String   @default(""todo"")
  user        User     @relation(fields: [userId], references: [id])
}

model StudySession {
  id        String   @id @default(uuid())
  userId    String
  taskId    String?
  startTime DateTime
  endTime   DateTime
  status    String   @default(""scheduled"")
  user      User     @relation(fields: [userId], references: [id])
}

🧮 Auto-Scheduler Logic (Backend)

Algorithm to create study sessions:

// Pseudocode
for each pending task:
  urgency = (0.6 * (1 / daysUntilDue)) + (0.4 * priorityWeight)
sort tasks by urgency desc
fill available daily slots with high urgency tasks first
split long tasks into 50-min sessions
save sessions into DB

🔔 Reminder System

Use BullMQ + Redis to queue reminders.

Jobs trigger push/email notifications 30 min before each study session.

Retry failed jobs up to 3 times.

🔒 Security

Hash passwords with bcrypt.

Validate and sanitize all inputs.

Use HTTPS and secure cookies for refresh tokens.

☁️ Deployment Instructions

Setup environment variables:

DATABASE_URL=postgresql://user:pass@host/db
JWT_SECRET=your_jwt_secret
REDIS_URL=redis://...
SENDGRID_API_KEY=...
VAPID_PUBLIC_KEY=...
VAPID_PRIVATE_KEY=...


Run locally:

docker-compose up -d
npm install
npx prisma migrate dev
npm run dev


Deploy:

Frontend: Deploy to Vercel.

Backend: Deploy to Render/Railway with Docker.

DB/Redis: Use hosted services (Supabase, Upstash).

✅ Expected Output from the AI Tool

/frontend → Next.js app with Tailwind UI for Dashboard, Planner, Tasks, Settings.

/backend → Express API with routes above, Prisma setup, and background worker.

/prisma → schema file + seed script.

docker-compose.yml → PostgreSQL + Redis + backend.

README.md → Run + deploy instructions.","CLAUDE","MOBILE","#3B82F6","Educational & Learning","","2025-10-11 09:42:58.56","2025-10-11 09:46:40.263","1","true","false","3043f262-1df0-4fff-a637-438b520b83df"
"2abe0310-b381-4825-825f-3de9b5abebea","AdeptInterview: The Accessible Interview Platform","adeptinterview-the-accessible-interview-platform","Your project is an accessible video interview platform that provides real-time, two-way translation between spoken words and sign language.

The Short Summary
It's a specialized video interview tool designed to make interviews accessible for the deaf and hard-of-hearing. It provides live, two-way translation:

Speech-to-Sign: A 3D avatar translates spoken words into sign language.

Sign-to-Speech: An AI translates sign language from video into spoken audio.

The goal is to enable direct, seamless communication without a human interpreter.

Keywords for a Pitch
AI-Powered Interview Accessibility

Real-Time Speech & Sign Translation

Equitable Hiring Platform","LOVABLE","WEB","#06B6D4","Corporate & Professional","","2025-09-26 09:08:48.209","2025-09-26 09:09:46.658","1","true","false","8d901d7a-3ac2-4c75-a7e6-90f7775d2e0e"
"2ceef51f-19e4-4ad5-8558-c4df4436db4a","Code Nested","code-nested","I need a website named CodeNested with three types: Official, Normal, and 3D Design & Animation.

In the Official section, I need multiple templates, especially school- and college-related templates, with error-free frontend code.

In the Normal section, I also need multiple templates with clean frontend code.

In the 3D/Animation section, I need advanced animated and 3D design templates with stunning visual effects.

At the bottom of each page, there should be instructions on how to switch between these three types and how users can customize their own website. The platform should allow users to display what they need, generate a website accordingly, and preview images.

I also need a dashboard that shows:

Which users are logged in.

How many users have used the platform.

Options to copy the website code.

Additional requirements:

The project must include frontend, backend, and computer networking components.

The 3D section should include superb 3D designs and gorgeous animations for some websites.

Users should be able to upload an image and automatically get website code generated based on that image.

The entire project should be created carefully, like a human-written project, not AI-generated.","OTHER","WEB","#3B82F6","E-commerce & Retail","","2025-10-13 15:10:37.219","2025-10-13 15:12:10.328","2","true","false","60df8fb6-e52c-4dcf-ba69-bb9b76abe6a5"
"2dd65396-1f6f-47a1-be02-60fe99464004","first","first","create a website phone shop webpage","OTHER","WEB","#14B8A6","Educational & Learning","","2025-10-07 14:55:12.355","2025-10-08 13:40:07.236","2","true","false","2a927bab-12e5-4ce5-ba6a-99601c9f9eda"
"2e184ceb-9afc-4803-8443-906dfcf2b71e","MECHBOOK","mechbook","i like to develop on mechanical handonteacher its for placement preparation to get deep knowladge and support to the industrial engineer like to develop this as standerd information like ""basic engineerng"" process enginening , production engineering , industrial engineirng, R&D ans ISO,design,testing,drawing like that more statderd and basic things  what in mechanical i need to develop and i need other one trands tab its for daily new of the spacific for mechanical for current affris in mechanical like that i need to develop   . i need this with unique free but want to do registra and get applovel from admin admin have access to give","LOVABLE","WEB","#0d131c","Corporate & Professional","i need responsive ui for all device and give more information on this tool","2025-09-26 08:32:38.154","2025-09-26 08:42:44.001","2","true","false","c2566a88-f282-41fe-b20e-eeb31ab9685b"
"2e2d72ee-f2b2-4d2e-bfe2-e5eebfab7fd4","DATA ANALAYSIS","data-analaysis-1","this web use for calculate the data and user given data to process to improve the value","BOLT","WEB","#EF4444","Educational & Learning","use for study","2025-09-25 04:06:27.051","2025-09-25 04:06:27.051","0","true","false","cdfd98e5-ba3f-4557-91c4-ec04d15a2469"
"2e733178-b62c-4b3f-bab8-55a26aa96587","Self ETL","self-etl","Enhanced User Flow Ideas
1. Visual Table Relationship Explorer

Interactive graph/network view - Show tables as nodes, relationships as edges
Click to explore - Click a table to see its connections expand outward
Relationship strength indicators - Show how many records are typically joined
Color coding - Different colors for incoming vs outgoing relationships

2. Smart Join Suggestions

Auto-detect join types - Suggest INNER/LEFT based on data patterns
Join quality indicators - Show % of records that will match
Multiple join path options - If Table A connects to Table C through Table B
Historical join patterns - ""Users often join these tables together""

3. Progressive Table Building

Step-by-step wizard - Guide users through the selection process
Preview at each step - Show sample data as they add joins
Undo/Redo functionality - Let them go back and modify selections
Save partial configurations - Resume complex joins later

4. Advanced Selection Features

Column-level selection - Choose specific columns from each joined table
Filter before join - Apply WHERE conditions to reduce data before joining
Aggregation options - GROUP BY, SUM, COUNT after joining
Custom column creation - Add calculated fields during the join process

5. Data Quality Insights

Relationship health check - Show orphaned records, missing references
Data volume estimates - Predict result set size before executing
Performance warnings - Alert if joins might be slow
Duplicate detection - Warn about potential duplicate records after join

6. Template & Pattern Recognition

Common join patterns - Save frequently used table combinations
Business templates - Pre-built joins for common business scenarios
Auto-complete suggestions - Based on table/column names and previous usage
Pattern learning - System learns from user behavior

7. Validation & Testing

Dry run mode - Show EXPLAIN plan without executing
Sample data preview - Show first 100 rows of result
Data validation rules - Check for expected relationships and constraints
A/B comparison - Compare results with previous versions","CLAUDE","WEB","#3B82F6","Modern & Minimalist","","2025-09-24 06:31:29.825","2025-09-24 06:33:43.881","1","true","false","bb2582c3-95dd-4e42-ac5b-d76bd2d79c9a"
"2f03c61d-bf93-4fdb-832e-3ab714a574b7","A Multi-Agent Context-Aware Access Control and Cryptographic Framework for Secure Cloud-Based EHR Systems Using Trusted Third Partie","a-multi-agent-context-aware-access-control-and-cryptographic-framework-for-secure-cloud-based-ehr-systems-using-trusted-third-partie","A Multi-Agent Context-Aware Access Control and Cryptographic Framework for Secure Cloud-Based EHR Systems Using Trusted Third Parties
Domain: Cybersecurity
Technologies Used: Python, Flask, MongoDB, JWT, Fernet Encryption, PyMongo, Werkzeug
ABSTRACT: Electronic Health Records (EHR) systems face critical security challenges in maintaining patient privacy while enabling authorized healthcare professionals to access medical data efficiently. Traditional access control mechanisms often lack granular patient-controlled permissions and fail to provide adequate encryption for sensitive medical information. This research presents a comprehensive context-aware access control system that empowers patients to define personalized access policies while ensuring robust data protection through advanced encryption techniques. The primary objective is to develop a secure, scalable EHR management system that bridges the gap between patient autonomy and healthcare accessibility by implementing dynamic policy-based authentication with access monitoring. Current healthcare systems lack patient-centric control mechanisms and fail to provide transparent access logging, creating vulnerabilities in medical data protection. Our solution employs Flask-based RESTful APIs integrated with MongoDB for scalable data management, JWT tokens for secure authentication, and Fernet symmetric encryption for per-file data protection. The system incorporates a Trusted Third Party (TTP) architecture enabling administrative oversight while maintaining patient privacy. Performance metrics demonstrate efficient access request processing with comprehensive audit trails, ensuring HIPAA compliance and enhanced security. The framework successfully addresses unauthorized access prevention, patient empowerment in data control, and transparent healthcare data management, establishing a new paradigm for secure medical information systems.
Keywords: Electronic Health Records, Context-Aware Access Control, Healthcare Security, Policy-Based Authentication, Medical Data Encryption
NOVELTY 
Per-File Encryption Key Generation - Each EHR record uses a unique Fernet encryption key stored alongside the encrypted data, enhancing security isolation.
Patient-Controlled Access Policy Definition - Patients can dynamically define and update their own access policies specifying which doctors can access their records.
Access Request Timing Metrics - The system tracks and logs the exact time taken for each EHR access request for performance monitoring.
Dual Authentication Architecture - Combines JWT token-based authentication with role-based access control and policy validation in a single request flow.
Trusted Third Party (TTP) Administrative Layer - Separate TTP endpoints for system administration, user management, and policy oversight independent of patient-doctor interactions.
Dynamic Encryption Key Revocation - TTP can revoke encryption keys for specific patients, rendering their EHR data inaccessible even if policies allow access.
Granular Access Logging with Status Tracking - Comprehensive logging system that records patient email, doctor email, timestamp, access status, and request processing time.
Symmetric Key Encryption with Database Storage - Fernet encryption keys are generated per file and stored in the database alongside encrypted content for decentralized key management.
Policy-Based Access Validation Pipeline - Multi-layer validation checking user roles, patient policies, and doctor authorization before granting EHR access.
Integrated Notification System with Access Events - Automatic notification generation for patients when their EHR records are accessed by authorized healthcare providers.","BOLT","WEB","#3B82F6","Healthcare & Medical","","2025-09-27 15:31:45.727","2025-09-27 15:32:23.603","1","true","false","13f0226e-7cd1-4111-90f7-2d69436c4d63"
"2f3e988c-85de-4876-b222-89cdf622cb55","ResumeVision","resumevision","OpenCV: parse PDF or image resumes (sections, skills, experience).

LLM: analyze candidate profiles and match with job descriptions.

Use Case: HR recruitment software.","BOLT","WEB","#000000","Corporate & Professional","","2025-09-24 03:55:12.373","2025-09-24 03:56:20.038","1","true","false","36ff02c5-5759-4b77-b897-f1d50102d1aa"
"31021801-8b5d-459c-bd32-f645698960b2","college map","college-map","i will upload the college map to create a simulation video ,to add a drone in each path iniside","LOVABLE","WEB","#3B82F6","Creative & Artistic","","2025-09-24 04:16:45.05","2025-09-24 04:24:39.855","2","true","false","07cf4cd9-7aec-4563-b3fb-44b532f4977d"
"32dd4f0f-02d3-467e-9ce8-e859f16c7f5a","SmartCart","smartcart","The SmartCart E-Commerce Website is a modern, user-friendly online shopping platform designed to provide customers with a seamless and convenient shopping experience. It allows users to browse products, add items to their cart, and securely place orders. The system is built to simplify online retail operations while ensuring a smooth interaction between customers and the platform.
Main Features:
User Authentication
User registration and login system.
Secure password handling and profile management.
Product Management
Display of products with images, descriptions, and prices.
Category-wise product filtering and search functionality.
Smart Shopping Cart
Add, remove, and update product quantities in the cart.
Real-time cart total calculation.
Order Management
Place orders with delivery details.
Track order history and status.
Admin Panel
Add, edit, and delete products.
Manage user accounts and view customer orders.
Payment Integration (optional depending on scope)
Integration with payment gateways for secure checkout.
Responsive Design
Works across desktops, tablets, and smartphones.","LOVABLE","MOBILE","#14B8A6","E-commerce & Retail","","2025-09-23 14:02:47.983","2025-09-23 14:03:29.521","1","true","false","0b074cf0-550c-4a5c-a708-fe213ecd097e"
"33d23e4a-674d-426c-a6cb-8b27a616989e","-lms","-lms","Build a complete Laundry Service Web Application using the MERN stack with user and admin roles. The user side should include authentication (login, signup, forgot/reset password), a professional landing page, dashboard, service catalog, pricing calculator, how-it-works section, and order management (place new orders, view order summary, track orders in real-time, check order history, view detailed order status). Users should also have profile management, address book, payment methods, subscription plans, notifications, and support pages like contact, FAQ, about, privacy, and terms. The admin side should include a dashboard showing today’s order count, revenue stats, active users, recent orders, and alerts for delayed orders. Admins must be able to manage orders (view list with filters, search, update status, assign drivers), view individual order details, manage users (list, search, view details), and configure settings (edit service prices, update notification settings, change admin password). Both admin and user should have secure login/signup with proper session handling, and the backend must use MongoDB local database. The frontend should be modern, responsive, and professional like a company website, with clear navigation and intuitive UI/UX.","V0","WEB","#6366F1","Modern & Minimalist","Build a complete Laundry Service Web Application using the MERN stack with user and admin roles. The user side should include authentication (login, signup, forgot/reset password), a professional landing page, dashboard, service catalog, pricing calculator, how-it-works section, and order management (place new orders, view order summary, track orders in real-time, check order history, view detailed order status). Users should also have profile management, address book, payment methods, subscription plans, notifications, and support pages like contact, FAQ, about, privacy, and terms. The admin side should include a dashboard showing today’s order count, revenue stats, active users, recent orders, and alerts for delayed orders. Admins must be able to manage orders (view list with filters, search, update status, assign drivers), view individual order details, manage users (list, search, view details), and configure settings (edit service prices, update notification settings, change admin password). Both admin and user should have secure login/signup with proper session handling, and the backend must use MongoDB local database. The frontend should be modern, responsive, and professional like a company website, with clear navigation and intuitive UI/UX.","2025-09-25 13:19:49.321","2025-09-25 13:19:49.321","0","true","false","84eac9db-7fbe-4398-9b26-7ea45a5b8326"
"34f3df27-4437-446c-861b-7ced0598d7e7","SRAA FASHION","sraa-fashion","SRAA FASHION is a new e-commerce website focused on stylish and affordable fashion for modern shoppers. The site offers a curated collection of clothes, bags, shoes, and accessories designed to meet the needs of trend-conscious customers seeking quality and variety at competitive prices. SRAA FASHION aims to deliver a convenient online shopping experience, with clear product categories and easy navigation for seamless browsing and purchasing.","CURSOR","HYBRID","#14B8A6","E-commerce & Retail","","2025-11-02 14:24:42.461","2025-11-02 14:25:32.924","1","true","false","90e66ea3-6ec9-4287-a84c-11982d40f06b"
